Review_Date,Author,Rating,Review_Title,Review,Review_Url
2 January 2007,aura772,10," ~*-The Magical Journey Begins-*~
","When I first saw this movie I was ten years old, the same age the characters where supposed to be. My older cousin and her boyfriend took me to the Mall to watch a movie. Back then I wasn't going very often to the cinema, due to the fact that my parents didn't have time and I wasn't old enough to go alone to any theater. The movie captivated my attention like nothing before and I became so interested in anything that had to do with this movie, and I heard that it was made after a book. I didn't had Internet back then, but I found the first book at a library and convinced my mother to buy it. That's how I became obsessed with reading and writing.",/review/rw1324742/?ref_=tt_urv
18 November 2021,gavin-thelordofthefu-48-460297,8," With spectacular visuals, likeable characters, and a sense of magic and wonder, The Sorcerer's Stone is still a good first entry after 20 years
","During my childhood, the earlier Harry Potter books got me into the franchise and especially Fantasy Literature in general. They had thought provoking writing, likeable characters, and compelling world building. Then I saw this movie adaptation of The Sorcerer's Stone (The Philosopher's Stone in the UK) back in theaters and loved it. It's not a perfect film I'll admit, but it's a very good start to a successful fantasy movie franchise.",/review/rw1324742/?ref_=tt_urv
12 November 2001,scmovieguy,," Pure cinematic magic
","To millions of children of all ages, November 16 has been more eagerly anticipated than Christmas, as the long-awaited film version of J. K. Rowling's beloved novel ""Harry Potter and the Sorceror's Stone"" hits the screen.",/review/rw1324742/?ref_=tt_urv
3 August 2016,Leofwine_draca,7," Gem of a children's film and a fine adaptation of the Rowling novel
","Over-hyped but still enjoyable ""event"" movie, one of the biggest of 2001 until LORD OF THE RINGS comes out, and a film in which every million of the budget is put up on screen in the special effects. What I found most refreshing about this blockbuster is that the entire cast is made up of British actors and actresses! It makes a change for an expensive blockbuster movie to be thus but there you go, HARRY POTTER is indeed a unique movie. Now I'm not one of those people with lots of time on their hands to read the never-ending Harry Potter books (too busy watching cult movies I'm afraid), but the film has turned out pretty much as I would have expected from the adverts. Although it's overly sentimental (blame it on director Chris Columbus) and aimed at children, adults can still enjoy it for the excellent pacing (rarely does the two-and-a-half hour running time drag) and the plethora of special - and some not so special - effects on view throughout.",/review/rw1324742/?ref_=tt_urv
27 January 2022,gbill-74877,8," Entertaining
","Not a perfect story, but a lovely introduction into these characters and J. K. Rowling's magical world of wizards. Lots of great bits here, like the sorting hat, invisibility cloak, troll encounter, and quidditch match (even if the rules for this game are absurd). The casting is excellent, including the principal three (Daniel Radcliffe, Emma Watson, and Rupert Grint) and the teachers at Hogwarts (Alan Rickman, Maggie Smith, and Richard Harris). The film was a little too long and had scenes that seemed a little disconnected, leading to a rather brief, anticlimactic ending, but overall there's a reason the franchise was so popular, and this got it off the ground in good form.",/review/rw1324742/?ref_=tt_urv
18 December 2001,Movie-12,7," It's a true adaptation, but lacks an edge like the novel. *** (out of four)
",HARRY POTTER / (2001) *** (out of four),/review/rw1324742/?ref_=tt_urv
23 June 2022,jonflottorp,8," The reason i love movies!
",Harry Potter is a magical and fun movie.,/review/rw1324742/?ref_=tt_urv
16 July 2014,ironhorse_iv,7," This movie set in stone, what would be the foundation of the Harry Potter film franchise. It kinda work.
","It's seem like just yesterday, when the movie about the boy whom lived, was about to come out. People were wondering if the Harry Potter's books by J.K Rowling could easily be translated into the big screen. Harry Potter and the Philosopher's Stone AKA Sorcerer's Stone directed by Chris Columbus, indeed show that it was somewhat possible. The story follows Harry Potter (Daniel Radcliffe)'s first year at Hogwarts School of Wizardry as he discovers his gift and destiny against the dark forces of magic. The movie like the other films are cut into two plots directions. One is about student life at Hogwarts during the school-year, while the other half is about the mystery that Harry Potter must uncovered that year. It works well as a long read novel, but in movie form: its means a long sit through. The movie pacing is so long. It takes forever to get to the main plot of Harry Potter finding the Philosopher Stone. There are is a lot of filler scenes that could be cut away. I dislike how the Philosopher Stone is one-time movie McGuffin. For the best of my knowledge, the Philosopher stone plays no factor after this movie, and never mention again after this film. The third act, mostly comes out of nowhere. The twist toward the end, was pretty predictable, if you readt the books, but pretty interesting. Another thing about the movie is how non-logical the movie is. It really baffled me, how much exposition, it needed. Even an hour in the film, there were a lot of random odd things happening without much explaining. It gets more confusing as long bits of the book, like the Centaur showing in the woods, were shorten in the film. It gets worst for the centaur, as he wouldn't play a factor, in any of the later films, despite, saving Harry Potter from Voldermort. Hermione Granger (Emma Watson) was also cut short. Her riddle solving in the book was cut from the film. Several minor characters have been removed from the film version, as well. Despite those, the movie is really close to the novel. In my opinion, don't bother, trying to understand the logic of all the wizard terms, because it will take you out of the fantasy movie, and give you a headache. Still, there were some really dumb things to nitpick here like why would Professor Dumbledore (Richard Harris), even allow Harry Potter to stay with the Dursley's family when he knows that they're horrible people. Honestly, the Dursleys could had killed Harry Potter with the childhood neglect! What was he thinking? Harry Potter could had commit suicide, or gone crazy like Lord Voldermort! What an idiot! The whole movie is about children being danger all the time. I don't care if they're wizards in training, I'm surprise that the death tolls of students dying isn't as high as it should be. The school staff is questionable at times. A good example of this stupidity, is punishing students whom went out at nights, by sending them out at nights in the dark forest, where they can get attacked by creatures. The most insulting thing in logic is the black/white one-dimensional view of good Vs evil. Honestly, how on earth is the members of Slytherin never got expulsion for all the bullies that it has? You would think, that at less, there would be one good person in Slytherin. Another thing that bugs me is the whole the power of love conquer all. I think, children are a lot smarter than the childish message, the film is trying to pull. The acting in the movie is pretty bland, for the most part. After all, most of the child actors had this film as their first roles. I wouldn't say that Harry Potter's film series, have the most entertaining of dialogues, anyways. The wooden delivery, felt like a read-through. Most of what they're saying are stating the obvious or repeating what happening on screen. It's so annoying. The other actors were master British thespians, who seem to over-act at times. A good example of this is John Hurt & Alan Rickman. It was too hammy for already over the top world. The action scenes were pretty well-done. My favorite had to be the Quidditch match and the whole chess game. I can do, without the whole troll scene. The CGI troll hasn't aged well. Visually, the movie is beautiful to look at. I love the special effects, locations & set, and costume, they did. It really made the Harry Potter world, stand out. The music by John Williams is amazing to listen to. I think director Chris Columbus was indeed the best choice for this first movie, as he got the magically part, right and how to make a family picture. You even see, how much things, he establish that other directors would reused time after time. Still, I really hope for Terry Gilliam like J.K Rowling's first choice to be the direction. The movie has great social commentary themes like the metaphor of racism, ethnic cleansing and why Nazism is bad. You can also see possible influences from other words, that made Harry Potter work. There was a few controversial moments leading up to the film, like religious debates. A few religious groups claim that Harry Potter contain occult or Satanic subtexts that isn't good for children. Another one is the use of the word, sorcerer over the word philosopher in the title. US & British have different meanings to the words, plus marketing though, it would better to call it sorcerer as that word get more appeal. Due to this different, all scenes that mention the philosopher's stone by name had to be reshot, once with the actors saying ""philosopher's"" and once with ""sorcerer's"". Overall: The movie might has its flaws, but majority, a great first watch for any fantasy fan.",/review/rw1324742/?ref_=tt_urv
5 March 2016,Michael_Elliott,," Good Start to the Series
",Harry Potter and the Sorcerer's Stone (2001) ,/review/rw1324742/?ref_=tt_urv
30 August 2019,undeaddt,7," Nice beginning to an amazing saga
","The right way to start a saga like this one, introducing the characters in a very positive and unique way, telling and showcasing all the riches that the wizard's world is a home of. In only one movie, we've seen amazing creatures, friendly and foes, teachers that are heroes and villains, we've witnessed the wisdom of the legendary professor Dumbldor, the movie made us guess who will be who and on who's side in the chapters to come and above all, we had fun. I will never forget the part where Harry buys all the things he needs to start his wizard journey, the authentic look of the streets, the shops and the bank will be part of the Harry Potter legacy forever.",/review/rw1324742/?ref_=tt_urv
10 November 2001,nicholas_clarke,," As good an adaption as could ever be expected
","To be faced with the challenge of adapting Harry Potter for the Silver screen must have been any director's nightmare- the chance of directing possibly the biggest film of this decade, but also the hardest audience-the millions of fans of the book who know every line and will pick up on every mistake. Being one of the above, I can only say that Christopher Columbus and all of the team working on HP did marvelously. The cast was brilliant (particularly notable are Alan Rickman as Snape, Maggie Smith as McGonagall, and the eerily creepy David Bradley as Argus Filch), the directing wonderful, and the scenery perfect. The only qualm is that it does not track perfectly with the book, but squeezed into 2.5 hours, this can only be expected. Well done all involved!",/review/rw1324742/?ref_=tt_urv
1 July 2007,Smells_Like_Cheese,7," Harry Potter and the Sorcerer's Stone
","That's it! I give up! I surrender! White flag! My friends want to see the new Harry Potter that is about to be released this summer, The Order of Phoenix, but they looked at my like I just lost my head when I told them I never saw the Harry Potter films. They just said I've seen every movie yet I never saw Harry Potter? Well, I never saw the point since I don't read the books or wasn't interested in the films, it looked like typical kid's stuff to me. But my friends said they would not take me to see the movie until I've seen the films, it's now that I realize I got myself into trouble since these movies are all 2+ hours each. I just finished the first one a couple days ago.",/review/rw1324742/?ref_=tt_urv
8 November 2001,Dickoon,8," Valiant, successful attempt to bring the magic to life
","We live in a world where economics is hard. This forces practical limitations when making a movie. Time and money are sadly finite, cinema owners need to be pleased as well as fans and computer animation ain't perfect. Given these limitations, this film is about as close to human perfection as it is possible to achieve. However, it's extremely clear what an immense challenge it is to turn Philosopher's Stone from book to film.",/review/rw1324742/?ref_=tt_urv
17 May 2010,ma-cortes,7," First Harrry Potter entry in which he makes friends and battles mysterious evil forces
","First episode also known as ¨Harry Potter and the philosopher's stone¨ deal with Harry Potter (Daniel Radcliffe)and friends fighting dark forces in an amazing adventure . In this early installment of JK Rowling saga, our protagonist is freed by Rubeus from the custody of his selfish uncle (Richard Griffiths) and miserable aunt (Fiona Lewis). Harry goes his destiny at Hogwart's school , there meets our friends Ron(Rupert Grint) ,Hermione(Emma Watson) and his enemies Braco Malfoy(Tom Felton), along the dark forces which threatens Hogwart, and finally Lord Voldemor . Besides the professors as Minerva(Maggie Smith), Severus Snape(Alan Rickman), Dumbledore ( Richard Harris), Madame Hooch (Zoe Wanamaker), Quirinus (Ian Hart)and of course Rubeus(Robbie Coltrane). Here some legendary events take place , including a Quiddich match, and Harry Potter competes in confronting in series of dangerous happenings , challenging monsters as unicorn, centaur and horrible creatures and an ending spooky climatic battle .",/review/rw1324742/?ref_=tt_urv
17 March 2019,narine_tevosyan,10," Review
","Harry Potter movies are one of my favorite ones, and I can watch them several times. I watch it every time it's on TV, and there is one channel that shows all the series of this incredible movie every time after the new year. I also want to mention that even my family members like to watch it with me. My grandmother especially likes it. This fact indicates that this movie is interesting not only for children but also for elderly people and it's not weird for me. There are so many things going on in this movie, so many secrets and beautiful scenes. Plus a big thanks for the graphics of the movie, everything is very realistic. For example, the mermaids or the dinosaurs. Moreover, there is a massive animatronic creature in this movie- spider and after watching the movie google about it and found out that Rupert Grint, the actor who plays Ron Weasley, one of the main characters, is afraid of spiders just s much as his character is, and said it was easily the scariest scenes to film. I'm scared of spiders too, and I know how it feels when you see them. Thus, I really appreciate the job that this actor did. In my opinion, despite the fact that he had to play again a guy, who was scaring from spiders, it is again hard to play the role by looking at the creature that gives you goosebumps. Thus, this movie not only good in graphics, but also the cast.",/review/rw1324742/?ref_=tt_urv
26 March 2020,pablosanguinettiz,9," One of my favorites...
","I watched all Harry Potter movies when I was 7 years old. After five years I watched the movies again at 12 years old and I feel this saga a classic, well, it is a classic. I started reading the first book like one day ago. Which my mom gave to me when I was a little kid. I like Harry Potter a lot and I would watch all the saga again",/review/rw1324742/?ref_=tt_urv
6 June 2008,Boba_Fett1138,7," A decent start of the series but also clearly one of the lesser Harry Potter movies.
","No, I'm not a big Harry Potter fan and probably never will be but I can appreciate the qualities of the movies. Definitely for a children movie this movie is of course of very high class, with fabulous looking sets, a whole load of well known British actors and an highly experienced crew involved.",/review/rw1324742/?ref_=tt_urv
26 November 2010,neil-476,7," HP1 revisited
","Having just watched HP7A aka Harry Potter and the Deathly Hallows Part 1, my mind flies back - almost magically, one might say - to the film which started it all.",/review/rw1324742/?ref_=tt_urv
23 September 2021,azenyaan,9," Why I'm too late to watch thissss!!
","Cool! I'm so sorry because in 21 years of my life, I've only seen a movie as cool as this. Harry potter, in my first impression, I was amazed and curious about how the next series of this film will be. Watching this film evokes a feeling of dark academia that was buried in the past. Even though this film was produced in 2001, but the quality is quite good and even not inferior to films produced now.",/review/rw1324742/?ref_=tt_urv
8 February 2014,OllieSuave-007,8," Magical fun.
","Based on the book Harry Potter and the Sorcerer's Stone, this is the first film in the Harry Potter film trilogy, a story about a young boy (Harry Potter) who is rescued from the clutches of a neglectful aunt and uncle and a bratty cousin, and taken to study witchcraft at the Hogwarts School of Witchcraft and Wizardry. There he meets his future lifelong friends Ron Weasley and Hermoine Granger, witches Professor Snape and Professor McGonagall and the school's all-powerful headmaster, Albus Dumbledore. Harry also learns about his connection with the evil dark lord, Lord Voldemort.",/review/rw1324742/?ref_=tt_urv
24 October 2021,jtrushant,9," A perfect start to a magical franchise
","This movie captures most aspects of the book perfectly. Being the first in the franchise, it has to do a lot of world building. But the writers and the director of this movie managed to keep things simple and to the point.",/review/rw1324742/?ref_=tt_urv
26 October 2016,ThomasDrufke,8," What a Brilliantly Fun Way to Begin a Monumental Franchise
","If for nothing else, the Harry Potter films always find a way to give me a great sense of nostalgia. I, like many others, grew up with this franchise. In many ways, this was our generation's Star Wars. It was the 2000's pop culture phenomena. I'm happy to say that the first film, The Sorcerer's Stone, still undoubtedly holds up.",/review/rw1324742/?ref_=tt_urv
18 October 2015,lesleyharris30,8," An Absolute Delight for Children of all Ages,
","Harry Potter and the Philosopher's Stone is a terrific movie with a very well developed storyline and a talented cast. It's a delight to watch, I've seen this movie numerous times and it never fails to make me smile, to cheer me up when I'm feeling down, the Harry Potter franchise is magical both inside and out, and it's simple fun to watch Harry go in to his first year at Hogwarts, the story's quite simple as the series kicks off with a light start, but it will still leave you wanting more. The films biggest flaw is, at times, it is too faithful to the book that it is based off, I'm sure this is pleasing for anyone who's read the book, but for those who haven't it tends to drag out at times, more than an hour passes before Potter even goes to Hogwarts and the main adventure dosen't unfold properly until at least one hundred minutes in, it can get a little tedious at times and that's why I'm giving it an eight instead of a nine that it easily could have received. The cast is outstanding, the young cast members are ridiculously talented for their age, Daniel Radcliffe seems to have no trouble playing a lead role, and both Rupert Grint and Emma Watson shine as his closest friends, they never lose a single bit of likability. They are joined by a terrific adult cast, including the likes of Alan Rickman, Maggie Smith, Robbie Coltrane and, the highlight of the movie for me, Richard Harris, he shines as Professor Dumbledore (sadly only for two movies), his characterization is perfect, he is wise, heartwarming and simply a lovable character. It may be a bit slow at times, but Harry Potter and the Philiosopher's Stone never loses its sense of fun and magic, and because of this it is a perfect film for the whole family to watch and enjoy. ",/review/rw1324742/?ref_=tt_urv
10 November 2001,DianeLFletch,10," It was brilliant!
","When I knew the film was being made, I thought how could they make a film that would be up to the standard of such a perfect book. But they did! Sure they missed bits out but they captured the essence of the book brilliantly. One member of the cast was mis-cast for me but my children disagreed.I even found myself believing they were flying and not wondering ""how are they doing that?"" So 10 out 10 Warner Brothers. Bring on the next one!",/review/rw1324742/?ref_=tt_urv
19 November 2001,ktulu34,," Magically Delicious
","I feel, next to Willy Wonka and the Chocolate Factory, Harry Potter and the Sorcerer's Stone is the best book-to-movie adaptation that I've ever seen. The sets were stunning - the actors were first rate - the effects were breathtaking.  The film flowed quite smoothly in it's transition from page to screen, never tripping on the awkward conventions that other books on film have struggled with.   The screenplay, by Steven Kloves, stripped away all unnecessary elements to get to the root of the story.  Though many events from the book were excluded, the essential ones made it to the film. And it makes for one smooth story and very enjoyable movie-going experience.",/review/rw1324742/?ref_=tt_urv
16 August 2019,misyelhasanah-06139,10," Great Journey to the Magic World
","I watch this movie again in 2019, because i think it was an amazing movie n i miss the point of the movie when i watch it as a child. I only focusing on the magic thing.
Its good for a children to watch this movie i think, it tells not only about friendship, but also family, bravery and sincerity.
Watching this also makes me remember my childhood days, it bring back all memories i cherish the most.
really love it",/review/rw1324742/?ref_=tt_urv
31 August 2019,JoBloTheMovieCritic,10," Harry Potter and the Sorcerer's Stone
",10/10 - an unforgettable start to a fantastic film series and the career of the impeccable Emma Watson (and the other kids),/review/rw1324742/?ref_=tt_urv
28 November 2002,lambiepie-2,10," A Very Nice Effort
","Okay, I never read the Harry Potter Books. I couldn't have cared less, but I have nieces and nephews and other children in my life who are from ages 7 to 12 who have. What I had to do was remember what it was like when I was that age, so long ago, and what ""new"" movies I had to entertain myself with.",/review/rw1324742/?ref_=tt_urv
31 March 2017,MuviFan73,8," Little errors that come out after watching first movie
",Platform number 9(3/4) would have been discovered easily by muggle world as train platform are not that empty.,/review/rw1324742/?ref_=tt_urv
7 October 2020,waqassaleem-85201,10," One word... Legendary
",A legendary beginning to a legendary franchise. The story of the film is great. Each role fits perfectly with the actor. Has great CGI and visuals. Can't stress this enough... go watch it.,/review/rw1324742/?ref_=tt_urv
31 July 2022,PCC0921,8," Author J.K. Rowling was born on July 31st, 1965
","All the Harry Potter films in this series are pretty good. Some are better than others, but over-all, the seven together is quite a motion picture experience. This one is the first one in the series and is the best one to get started with. This first film is so well produced, that it should satisfy you enough to watch even more of them. This film also works on its own. That is good, in case, you never get a chance to see another one again in your life. Start with the first one I always say. Being the first film also means, I have seen it the most. I saw this film as soon as it landed on DVD, then when I realized there would be a seven or eight film run on the Harry Potter series, i stopped watching them and waited for all of them to be released in a DVD package, which I finally finished in 2017. This film still works great today as it did 20 years ago.",/review/rw1324742/?ref_=tt_urv
30 November 2004,seremela-1,10," Pure Magic
",This movie is a delight for those of all ages.,/review/rw1324742/?ref_=tt_urv
30 December 2002,bob the moo,," Good but too long and with few strong characters
","Dropped with his aunt and uncle as a baby, Harry grows up in a loveless home and is made to sleep under the stairs.  On his 11th birthday Harry learns the truth of his past when he is visited by Rubeus Hagrid and invited to attend Hogwart's school for wizards and witches.  Whilst learning his craft Harry and his friends notice some strange things and begin to investigate, leading them deeper into a mystery that involves a dark wizard who killed Harry's parents and a quest for a powerful stone that brings immortality.",/review/rw1324742/?ref_=tt_urv
24 February 2023,SafReviews,8," Finally managed to watch the whole movie
","I have seen this movie numerous times on TV, but I was never able to watch it in it's entirety some reason until today where I managed to watch it all and it did not disappoint. The story is just really intriguing right from the start where you introduced to the character Harry Potter who is just very likeable which makes you root for him against his so called family. The world of Hogwarts is amazing and makes you want to wish it was a real place. The story is easy to follow and it's not predictable which I liked as there are a few twists which just make the movie even more thrilling. I have seen bits of the other movies on TV as well and I hope they are as good if not better as this.",/review/rw1324742/?ref_=tt_urv
9 August 2019,vjnambu,8," Pretty good origin
","Sorcerer stone is a pretty good film which introduces us with harry potter and his friends. Just like the kids in Hogwarts, audience are also in awe with the magic. But I felt that this lacked a story which is only revealed towards end. But still this is my second most favorite harry potter film after chamber of secrets.",/review/rw1324742/?ref_=tt_urv
25 December 2014,Horst_In_Translation,8," Year 1 at Hogwarts
","""Harry Potter and the Sorcerer's Stone"" or sometimes also ""Harry Potter and the Philosopher's Stone"" is the first film from one of the most successful movie franchises in cinema history. The books were written by Joanne K. Rowling and adapted by Steve Kloves (not a name to many), who also directed ""The Fabulous Baker Boys"" earlier in his career. It is about a small boy with hidden powers, who is not particularly liked by his uncle, aunt and cousin. They took care of him after his parents died when he was a baby. So he gets picked up by an unusually looking, rather gruff magician and taken to Hogwarts. Hogwarts is not a normal school. While the bonding with fellow students, the fraternities and sports activities are there as well, everything is just a little bit more magical and different.",/review/rw1324742/?ref_=tt_urv
27 September 2022,jeromesgabilo,5," A GREAT START OF A FRANCHISE
","It was amazing to watch how a huge movie franchise started with this one. It showed a basis for the entire Harry Potter timeline. The visual effects were very great for this film. It was on-point and did not feel amateurish. Unfortunately for me, everything else was a bit stale and unexciting. I was in doubt of whether it really maximized its runtime. There were, in some parts, too many scenes which the characters were doing a lot of dialogues. The production design and costumes were excellent aspects of the film, too. But for me a lot of dark cinematography was utilized, instead of a more lively kind of production.",/review/rw1324742/?ref_=tt_urv
28 January 2017,EthanBJones_03,8," Awesome Introduction to a great franchise
",Directed By: Chris Columbus,/review/rw1324742/?ref_=tt_urv
22 June 2008,g-bodyl,10," A Magical Movie Moment!
","Harry Potter and the Sorcerer's Stone is what a book adaptation should be. The only things left out of the movie were very minor. This tells the story of a boy whose parents were killed when he was young and been mistreated by his aunt and uncle. He receives a letter about a school named Hogwarts. There, in his first year with his friends Ron and Hermione, he must stop wrongdoing of a couple teachers. The cast was wonderfully casted. Daniel Radcliffe is fantastic and looks the part of Harry. Everyone else is perfect. As I mentioned above, the adaptation is great. The movie even used the same quotations as the books. The music is memorable. I liked John William's Hedwig Theme. The costumes are good-looking and so is everything else. This movie will leave a magical imprint on your minds and this is only the first film. I rate this magical adventure 10/10.",/review/rw1324742/?ref_=tt_urv
29 July 2009,barnabyrudge,6," Perfectly watchable kid's film but hardly the stuff of cinematic gold.
","Not being a reader of the Harry Potter books, I came to the first Harry Potter movie with a totally open mind. There seems to be those who love the book but hate the film; those that love both; and even a few who hate both! Having watched Harry Potter And The Sorcerer's Stone, I must confess that I'm not entirely sure what all the fuss is about. This strikes me as solid but unremarkable, totally overlong but fairly diverting fare.",/review/rw1324742/?ref_=tt_urv
26 November 2020,kluseba,10," It has stood the test of time as one of the greatest fantasy movies of the twenty-first century
",I have recently been revisiting the Harry Potter franchise during the ongoing pandemic and I have been wondering whether these movie that I hadn't seen in a decade would have aged well or not. My conclusion is that most of them have aged particularly well and this is especially the case for the first two movies that I consider the best of the franchise. The producers' idea to hire veteran director Chris Columbus was certainly a decisive one in hindsight since he managed to transform a first novel with numerous lengths into an extremely entertaining film for the entire family.,/review/rw1324742/?ref_=tt_urv
